step,band,calm,loss,candidate_found,expert_a,expert_b,similarity,util_a,util_b,delta_f_pred
227,COMFORT,3,3.4868,0,,,,,,
228,COMFORT,4,5.1469,0,,,,,,
229,COMFORT,5,3.9833,0,,,,,,
230,COMFORT,6,4.3750,0,,,,,,
231,COMFORT,7,4.7369,0,,,,,,
232,COMFORT,8,4.5090,0,,,,,,
233,COMFORT,9,3.5921,0,,,,,,
234,COMFORT,10,3.8831,0,,,,,,
235,COMFORT,11,5.6608,0,,,,,,
236,COMFORT,12,3.6236,0,,,,,,
237,COMFORT,13,4.6295,0,,,,,,
238,COMFORT,14,3.2517,0,,,,,,
239,COMFORT,15,4.1420,0,,,,,,
240,COMFORT,16,3.6630,0,,,,,,
241,COMFORT,17,5.9555,0,,,,,,
242,COMFORT,18,4.0138,0,,,,,,
243,COMFORT,19,4.8240,0,,,,,,
244,COMFORT,20,3.9202,0,,,,,,
245,COMFORT,21,3.8931,0,,,,,,
246,COMFORT,22,2.0737,0,,,,,,
247,COMFORT,23,6.6109,0,,,,,,
248,COMFORT,24,3.4389,0,,,,,,
249,COMFORT,25,3.7851,0,,,,,,
250,COMFORT,26,2.1358,0,,,,,,
251,COMFORT,27,2.5654,0,,,,,,
252,COMFORT,28,3.2908,0,,,,,,
253,COMFORT,29,2.8935,0,,,,,,
254,COMFORT,30,1.4448,0,,,,,,
255,COMFORT,31,2.9985,0,,,,,,
256,COMFORT,32,2.7162,0,,,,,,
257,COMFORT,33,2.1655,0,,,,,,
258,COMFORT,34,2.0386,0,,,,,,
259,COMFORT,35,2.7489,0,,,,,,
260,COMFORT,36,2.6945,0,,,,,,
261,COMFORT,37,3.6590,0,,,,,,
262,COMFORT,38,2.1294,0,,,,,,
263,COMFORT,39,2.3840,0,,,,,,
264,COMFORT,40,2.7600,0,,,,,,
265,COMFORT,41,3.2967,0,,,,,,
266,COMFORT,42,2.0689,0,,,,,,
267,COMFORT,43,2.1271,0,,,,,,
268,COMFORT,44,2.3599,0,,,,,,
269,COMFORT,45,2.8090,0,,,,,,
270,COMFORT,46,2.6143,0,,,,,,
271,COMFORT,47,1.9574,0,,,,,,
272,COMFORT,48,2.2955,0,,,,,,
273,COMFORT,49,2.1876,0,,,,,,
274,COMFORT,50,2.4323,0,,,,,,
275,COMFORT,51,2.3054,0,,,,,,
276,COMFORT,52,1.8006,0,,,,,,
277,COMFORT,53,2.7202,0,,,,,,
278,COMFORT,54,3.1668,0,,,,,,
279,COMFORT,55,2.1024,0,,,,,,
280,COMFORT,56,3.0423,0,,,,,,
281,COMFORT,57,3.2823,0,,,,,,
282,COMFORT,58,1.6487,0,,,,,,
283,COMFORT,59,2.8106,0,,,,,,
284,COMFORT,60,3.6619,0,,,,,,
285,COMFORT,61,2.0778,0,,,,,,
286,COMFORT,62,2.9462,0,,,,,,
287,COMFORT,63,1.5284,0,,,,,,
288,COMFORT,64,3.4844,0,,,,,,
289,COMFORT,65,2.8617,0,,,,,,
290,COMFORT,66,2.2988,0,,,,,,
291,COMFORT,67,2.2037,0,,,,,,
292,COMFORT,68,1.8484,0,,,,,,
293,COMFORT,69,2.3701,0,,,,,,
294,COMFORT,70,1.0112,0,,,,,,
295,COMFORT,71,2.1121,0,,,,,,
296,COMFORT,72,3.5934,0,,,,,,
297,COMFORT,73,2.2869,0,,,,,,
298,COMFORT,74,3.5686,0,,,,,,
299,COMFORT,75,1.8704,0,,,,,,
300,COMFORT,76,1.2640,0,,,,,,
301,COMFORT,77,1.6649,0,,,,,,
302,COMFORT,78,3.0652,0,,,,,,
303,COMFORT,79,2.8566,0,,,,,,
304,COMFORT,80,1.5039,0,,,,,,
305,COMFORT,81,2.1878,0,,,,,,
306,COMFORT,82,3.0526,0,,,,,,
307,COMFORT,83,2.3737,0,,,,,,
308,COMFORT,84,2.0079,0,,,,,,
309,COMFORT,85,1.7072,0,,,,,,
310,COMFORT,86,3.3919,0,,,,,,
311,COMFORT,87,1.5396,0,,,,,,
312,COMFORT,88,2.1581,0,,,,,,
313,COMFORT,89,2.8299,0,,,,,,
314,COMFORT,90,1.1053,0,,,,,,
315,COMFORT,91,2.7548,0,,,,,,
316,COMFORT,92,3.4886,0,,,,,,
317,COMFORT,93,2.7935,0,,,,,,
318,COMFORT,94,1.2144,0,,,,,,
319,COMFORT,95,1.9763,0,,,,,,
320,COMFORT,96,2.6101,0,,,,,,
321,COMFORT,97,2.5321,0,,,,,,
322,COMFORT,98,3.3969,0,,,,,,
323,COMFORT,99,1.8115,0,,,,,,
324,COMFORT,100,1.9532,0,,,,,,
325,COMFORT,101,3.1375,0,,,,,,
326,COMFORT,102,3.7648,0,,,,,,
327,COMFORT,103,2.2104,0,,,,,,
328,COMFORT,104,3.6998,0,,,,,,
329,COMFORT,105,1.3901,0,,,,,,
330,COMFORT,106,3.2581,0,,,,,,
331,COMFORT,107,1.9000,0,,,,,,
332,COMFORT,108,1.0040,0,,,,,,
333,COMFORT,109,2.5113,0,,,,,,
334,COMFORT,110,2.5029,0,,,,,,
335,COMFORT,111,2.3467,0,,,,,,
336,COMFORT,112,2.9687,0,,,,,,
337,COMFORT,113,2.6657,0,,,,,,
338,COMFORT,114,3.7793,0,,,,,,
339,COMFORT,115,2.8352,0,,,,,,
340,COMFORT,116,2.9427,0,,,,,,
341,COMFORT,117,2.0255,0,,,,,,
342,COMFORT,118,3.2820,0,,,,,,
343,COMFORT,119,2.6021,0,,,,,,
344,COMFORT,120,3.5628,0,,,,,,
345,COMFORT,121,1.2285,0,,,,,,
346,COMFORT,122,2.2113,0,,,,,,
347,COMFORT,123,2.4384,0,,,,,,
348,COMFORT,124,1.8672,0,,,,,,
349,COMFORT,125,1.8470,0,,,,,,
350,COMFORT,126,2.6624,0,,,,,,
351,COMFORT,127,2.2179,0,,,,,,
352,COMFORT,128,2.2998,0,,,,,,
353,COMFORT,129,2.4093,0,,,,,,
354,COMFORT,130,3.3823,0,,,,,,
355,COMFORT,131,2.7483,0,,,,,,
356,COMFORT,132,1.9303,0,,,,,,
357,COMFORT,133,2.4466,0,,,,,,
358,COMFORT,134,2.8653,0,,,,,,
359,COMFORT,135,2.1225,0,,,,,,
360,COMFORT,136,0.8684,0,,,,,,
361,COMFORT,137,1.9821,0,,,,,,
362,COMFORT,138,2.5437,0,,,,,,
363,COMFORT,139,2.9417,0,,,,,,
364,COMFORT,140,3.7994,0,,,,,,
365,COMFORT,141,2.8335,0,,,,,,
366,COMFORT,142,1.1272,0,,,,,,
367,COMFORT,143,1.7712,0,,,,,,
368,COMFORT,144,3.1967,0,,,,,,
369,COMFORT,145,2.8491,0,,,,,,
370,COMFORT,146,1.1589,0,,,,,,
371,COMFORT,147,2.6110,0,,,,,,
372,COMFORT,148,2.1616,0,,,,,,
373,COMFORT,149,1.7956,0,,,,,,
374,COMFORT,150,1.7505,0,,,,,,
375,COMFORT,151,0.6120,0,,,,,,
376,COMFORT,152,1.3305,0,,,,,,
377,COMFORT,153,1.6034,0,,,,,,
378,COMFORT,154,1.3988,0,,,,,,
379,COMFORT,155,1.0007,0,,,,,,
380,COMFORT,156,1.3100,0,,,,,,
381,COMFORT,157,1.1983,0,,,,,,
382,COMFORT,158,0.6245,0,,,,,,
383,COMFORT,159,2.0292,0,,,,,,
384,COMFORT,160,1.7850,0,,,,,,
385,COMFORT,161,1.7869,0,,,,,,
386,COMFORT,162,1.0880,0,,,,,,
387,COMFORT,163,1.8051,0,,,,,,
388,COMFORT,164,1.4670,0,,,,,,
389,COMFORT,165,1.0747,0,,,,,,
390,COMFORT,166,0.8882,0,,,,,,
391,COMFORT,167,1.3831,0,,,,,,
392,COMFORT,168,1.1769,0,,,,,,
393,COMFORT,169,1.6036,0,,,,,,
394,COMFORT,170,1.2573,0,,,,,,
395,COMFORT,171,0.9896,0,,,,,,
396,COMFORT,172,2.8691,0,,,,,,
397,COMFORT,173,2.2324,0,,,,,,
398,COMFORT,174,1.5709,0,,,,,,
399,COMFORT,175,1.7561,0,,,,,,
400,COMFORT,176,0.4191,0,,,,,,
401,COMFORT,177,1.1886,0,,,,,,
402,COMFORT,178,1.3903,0,,,,,,
403,COMFORT,179,1.5445,0,,,,,,
404,COMFORT,180,0.9156,0,,,,,,
405,COMFORT,181,1.1054,0,,,,,,
406,COMFORT,182,1.2630,0,,,,,,
407,COMFORT,183,2.1236,0,,,,,,
408,COMFORT,184,1.4264,0,,,,,,
409,COMFORT,185,2.1862,0,,,,,,
410,COMFORT,186,1.1203,0,,,,,,
411,COMFORT,187,1.3248,0,,,,,,
412,COMFORT,188,1.7120,0,,,,,,
413,COMFORT,189,0.7910,0,,,,,,
414,COMFORT,190,1.2582,0,,,,,,
415,COMFORT,191,1.1267,0,,,,,,
416,COMFORT,192,2.1398,0,,,,,,
417,COMFORT,193,1.4499,0,,,,,,
418,COMFORT,194,1.1471,0,,,,,,
419,COMFORT,195,1.5222,0,,,,,,
420,COMFORT,196,1.1376,0,,,,,,
421,COMFORT,197,0.9352,0,,,,,,
422,COMFORT,198,1.7157,0,,,,,,
423,COMFORT,199,1.6223,0,,,,,,
424,COMFORT,200,1.0439,0,,,,,,
425,COMFORT,201,1.5595,0,,,,,,
426,COMFORT,202,1.8590,0,,,,,,
427,COMFORT,203,1.2084,0,,,,,,
428,COMFORT,204,1.8255,0,,,,,,
429,COMFORT,205,1.5193,0,,,,,,
430,COMFORT,206,1.7931,0,,,,,,
431,COMFORT,207,2.4611,0,,,,,,
432,COMFORT,208,0.8642,0,,,,,,
433,COMFORT,209,1.3344,0,,,,,,
434,COMFORT,210,2.4579,0,,,,,,
435,COMFORT,211,1.7576,0,,,,,,
436,COMFORT,212,2.0244,0,,,,,,
437,COMFORT,213,2.0805,0,,,,,,
438,COMFORT,214,2.3202,0,,,,,,
439,COMFORT,215,1.6911,0,,,,,,
440,COMFORT,216,1.4918,0,,,,,,
441,COMFORT,217,1.6903,0,,,,,,
442,COMFORT,218,1.8359,0,,,,,,
443,COMFORT,219,1.4953,0,,,,,,
444,COMFORT,220,1.7301,0,,,,,,
445,COMFORT,221,0.9338,0,,,,,,
446,COMFORT,222,1.0539,0,,,,,,
447,COMFORT,223,1.7949,0,,,,,,
448,COMFORT,224,1.6904,0,,,,,,
449,COMFORT,225,2.5144,0,,,,,,
450,COMFORT,226,2.1264,0,,,,,,
451,COMFORT,227,1.3583,0,,,,,,
452,COMFORT,228,1.7512,0,,,,,,
453,COMFORT,229,1.7905,0,,,,,,
454,COMFORT,230,2.5844,0,,,,,,
455,COMFORT,231,1.0178,0,,,,,,
456,COMFORT,232,2.7805,0,,,,,,
457,COMFORT,233,1.4940,0,,,,,,
458,COMFORT,234,1.6120,0,,,,,,
459,COMFORT,235,1.2641,0,,,,,,
460,COMFORT,236,1.7684,0,,,,,,
461,COMFORT,237,2.9952,0,,,,,,
462,COMFORT,238,0.4252,0,,,,,,
463,COMFORT,239,2.0732,0,,,,,,
464,COMFORT,240,1.6690,0,,,,,,
465,COMFORT,241,2.3337,0,,,,,,
466,COMFORT,242,1.4105,0,,,,,,
467,COMFORT,243,1.7153,0,,,,,,
468,COMFORT,244,1.8385,0,,,,,,
469,COMFORT,245,0.9753,0,,,,,,
470,COMFORT,246,0.7448,0,,,,,,
471,COMFORT,247,0.6765,0,,,,,,
472,COMFORT,248,1.4553,0,,,,,,
473,COMFORT,249,1.9687,0,,,,,,
474,COMFORT,250,2.1132,0,,,,,,
475,COMFORT,251,2.0410,0,,,,,,
476,COMFORT,252,1.9506,0,,,,,,
477,COMFORT,253,1.2240,0,,,,,,
478,COMFORT,254,2.4069,0,,,,,,
479,COMFORT,255,2.3081,0,,,,,,
480,COMFORT,256,1.2655,0,,,,,,
481,COMFORT,257,2.5631,0,,,,,,
482,COMFORT,258,2.1615,0,,,,,,
483,COMFORT,259,2.1363,0,,,,,,
484,COMFORT,260,2.7421,0,,,,,,
485,COMFORT,261,2.1122,0,,,,,,
486,COMFORT,262,1.3257,0,,,,,,
487,COMFORT,263,2.1417,0,,,,,,
488,COMFORT,264,2.0229,0,,,,,,
489,COMFORT,265,1.3386,0,,,,,,
490,COMFORT,266,1.3950,0,,,,,,
491,COMFORT,267,1.5488,0,,,,,,
492,COMFORT,268,1.9790,0,,,,,,
493,COMFORT,269,0.5090,0,,,,,,
494,COMFORT,270,0.8165,0,,,,,,
495,COMFORT,271,2.0231,0,,,,,,
496,COMFORT,272,2.6524,0,,,,,,
497,COMFORT,273,1.0935,0,,,,,,
498,COMFORT,274,2.6632,0,,,,,,
499,COMFORT,275,1.7176,0,,,,,,
500,COMFORT,276,0.9631,0,,,,,,
501,COMFORT,277,0.7290,0,,,,,,
502,COMFORT,278,1.2467,0,,,,,,
503,COMFORT,279,1.2516,0,,,,,,
504,COMFORT,280,0.4527,0,,,,,,
505,COMFORT,281,0.7567,0,,,,,,
506,COMFORT,282,0.8683,0,,,,,,
507,COMFORT,283,0.7447,0,,,,,,
508,COMFORT,284,0.7339,0,,,,,,
509,COMFORT,285,1.0312,0,,,,,,
510,COMFORT,286,1.1300,0,,,,,,
511,COMFORT,287,0.7492,0,,,,,,
512,COMFORT,288,1.3226,0,,,,,,
513,COMFORT,289,1.5583,0,,,,,,
514,COMFORT,290,1.1515,0,,,,,,
515,COMFORT,291,1.1932,0,,,,,,
516,COMFORT,292,1.4421,0,,,,,,
517,COMFORT,293,1.0570,0,,,,,,
518,COMFORT,294,1.0158,0,,,,,,
519,COMFORT,295,0.9413,0,,,,,,
520,COMFORT,296,0.8721,0,,,,,,
521,COMFORT,297,1.0945,0,,,,,,
522,COMFORT,298,1.3782,0,,,,,,
523,COMFORT,299,1.3483,0,,,,,,
524,COMFORT,300,0.9116,0,,,,,,
525,COMFORT,301,0.9629,0,,,,,,
526,COMFORT,302,0.7256,0,,,,,,
527,COMFORT,303,1.6899,0,,,,,,
528,COMFORT,304,0.9605,0,,,,,,
529,COMFORT,305,1.3063,0,,,,,,
530,COMFORT,306,1.2720,0,,,,,,
531,COMFORT,307,0.9866,0,,,,,,
532,COMFORT,308,1.9894,0,,,,,,
533,COMFORT,309,1.6462,0,,,,,,
534,COMFORT,310,1.0489,0,,,,,,
535,COMFORT,311,1.8854,0,,,,,,
536,COMFORT,312,1.6808,0,,,,,,
537,COMFORT,313,1.1220,0,,,,,,
538,COMFORT,314,0.8863,0,,,,,,
539,COMFORT,315,1.5563,0,,,,,,
540,COMFORT,316,2.3993,0,,,,,,
541,COMFORT,317,1.6386,0,,,,,,
542,COMFORT,318,1.3990,0,,,,,,
543,COMFORT,319,1.2393,0,,,,,,
544,COMFORT,320,0.8926,0,,,,,,
545,COMFORT,321,1.0470,0,,,,,,
546,COMFORT,322,1.6329,0,,,,,,
547,COMFORT,323,1.3177,0,,,,,,
548,COMFORT,324,1.7478,0,,,,,,
549,COMFORT,325,1.6074,0,,,,,,
550,COMFORT,326,1.2995,0,,,,,,
551,COMFORT,327,1.4092,0,,,,,,
552,COMFORT,328,1.3118,0,,,,,,
553,COMFORT,329,1.6505,0,,,,,,
554,COMFORT,330,1.2967,0,,,,,,
555,COMFORT,331,1.9176,0,,,,,,
556,COMFORT,332,0.8349,0,,,,,,
557,COMFORT,333,0.8976,0,,,,,,
558,COMFORT,334,1.4095,0,,,,,,
559,COMFORT,335,0.7307,0,,,,,,
560,COMFORT,336,1.2866,0,,,,,,
561,COMFORT,337,1.2193,0,,,,,,
562,COMFORT,338,2.1078,0,,,,,,
563,COMFORT,339,1.0412,0,,,,,,
564,COMFORT,340,1.5002,0,,,,,,
565,COMFORT,341,1.0887,0,,,,,,
566,COMFORT,342,1.3050,0,,,,,,
567,COMFORT,343,1.4976,0,,,,,,
568,COMFORT,344,2.2287,0,,,,,,
569,COMFORT,345,2.0705,0,,,,,,
570,COMFORT,346,1.0815,0,,,,,,
571,COMFORT,347,0.9004,0,,,,,,
572,COMFORT,348,0.5606,0,,,,,,
573,COMFORT,349,1.1194,0,,,,,,
574,COMFORT,350,1.0276,0,,,,,,
575,COMFORT,351,1.0549,0,,,,,,
576,COMFORT,352,1.4184,0,,,,,,
577,COMFORT,353,2.2431,0,,,,,,
578,COMFORT,354,1.9253,0,,,,,,
579,COMFORT,355,1.2942,0,,,,,,
580,COMFORT,356,0.9927,0,,,,,,
581,COMFORT,357,1.8999,0,,,,,,
582,COMFORT,358,1.2167,0,,,,,,
583,COMFORT,359,1.8165,0,,,,,,
584,COMFORT,360,0.9966,0,,,,,,
585,COMFORT,361,1.9662,0,,,,,,
586,COMFORT,362,0.9111,0,,,,,,
587,COMFORT,363,1.6343,0,,,,,,
588,COMFORT,364,0.9426,0,,,,,,
589,COMFORT,365,1.2851,0,,,,,,
590,COMFORT,366,1.3172,0,,,,,,
591,COMFORT,367,0.4916,0,,,,,,
592,COMFORT,368,1.0610,0,,,,,,
593,COMFORT,369,2.4113,0,,,,,,
594,COMFORT,370,1.6186,0,,,,,,
595,COMFORT,371,1.3081,0,,,,,,
596,COMFORT,372,0.6986,0,,,,,,
597,COMFORT,373,1.8430,0,,,,,,
598,COMFORT,374,0.9066,0,,,,,,
599,COMFORT,375,2.0546,0,,,,,,
600,COMFORT,376,1.4110,0,,,,,,
601,COMFORT,377,1.5597,0,,,,,,
602,COMFORT,378,0.7931,0,,,,,,
603,COMFORT,379,0.7159,0,,,,,,
604,COMFORT,380,1.6116,0,,,,,,
605,COMFORT,381,1.1501,0,,,,,,
606,COMFORT,382,1.1354,0,,,,,,
607,COMFORT,383,1.4387,0,,,,,,
608,COMFORT,384,1.3166,0,,,,,,
609,COMFORT,385,1.5501,0,,,,,,
